ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc,isr_holiday
2022-03-28,4575.52001953125,4312260000,3,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2022-03-29,4631.60009765625,5085910000,3,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2022-03-30,4602.4501953125,4385570000,3,30,0.069,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,10.0,0
2022-03-31,4530.41015625,4823020000,3,31,none event,none event,none event,none event,none event,0.054,none event,,,,,,,,,,,-1.0,1.0,,,1,11.0,0
2022-04-01,4545.85986328125,4562940000,4,1,none event,431K,none event,none event,0.036,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0,0
2022-04-04,4582.64013671875,4547350000,4,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2022-04-05,4525.1201171875,4800620000,4,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2022-04-06,4481.14990234375,4986830000,4,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2022-04-07,4500.2099609375,4821490000,4,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2022-04-08,4488.27978515625,4083200000,4,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2022-04-11,4412.52978515625,4266290000,4,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2022-04-12,4397.4501953125,4152090000,4,12,none event,none event,0.085,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,19.0,0
2022-04-13,4446.58984375,3828150000,4,13,none event,none event,none event,0.112,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,20.0,0
2022-04-14,4392.58984375,4083090000,4,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2022-04-18,4391.68994140625,3910490000,4,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,1
2022-04-19,4462.2099609375,4108120000,4,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,1
2022-04-20,4459.4501953125,4290450000,4,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,1
2022-04-21,4393.66015625,4636890000,4,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,1
2022-04-22,4271.77978515625,4651940000,4,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,1
2022-04-25,4296.1201171875,5240040000,4,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2022-04-26,4175.2001953125,4689970000,4,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2022-04-27,4183.9599609375,4769680000,4,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2022-04-28,4287.5,4854180000,4,28,-0.014,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,30.0,1
2022-04-29,4131.93017578125,5084030000,4,29,none event,none event,none event,none event,none event,0.052,none event,,,,,,,,,,,-1.0,-1.0,,,1,31.0,0
2022-05-02,4155.3798828125,5163790000,5,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2022-05-03,4175.47998046875,4582050000,5,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,0
2022-05-04,4300.169921875,5136360000,5,4,none event,none event,none event,none event,none event,none event,0.01,,,,,,,,,,,,,0.0,1.0,1,0.0,1
2022-05-05,4146.8701171875,5077030000,5,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2022-05-06,4123.33984375,5116940000,5,6,none event,428K,none event,none event,0.036,none event,none event,,,,,,,1.0,0.0,1.0,0.0,,,,,1,2.0,0
2022-05-09,3991.239990234375,5954520000,5,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2022-05-10,4001.050048828125,5885820000,5,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2022-05-11,3935.179931640625,5816140000,5,11,none event,none event,0.083,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,5.0,0
2022-05-12,3930.080078125,6286450000,5,12,none event,none event,none event,0.11,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,6.0,0
2022-05-13,4023.889892578125,5183340000,5,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2022-05-16,4008.010009765625,4415030000,5,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2022-05-17,4088.85009765625,4841410000,5,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2022-05-18,3923.679931640625,5103220000,5,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2022-05-19,3900.7900390625,5113550000,5,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,1
2022-05-20,3901.360107421875,5130730000,5,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2022-05-23,3973.75,4420030000,5,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2022-05-24,3941.47998046875,4923190000,5,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2022-05-25,3978.72998046875,4802560000,5,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2022-05-26,4057.840087890625,4709970000,5,26,-0.015,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,16.0,0
2022-05-27,4158.240234375,4375620000,5,27,none event,none event,none event,none event,none event,0.049,none event,,,,,,,,,,,0.0,-1.0,,,1,17.0,0
2022-05-31,4132.14990234375,6822640000,5,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2022-06-01,4101.22998046875,4531800000,6,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2022-06-02,4176.81982421875,4405790000,6,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2022-06-03,4108.5400390625,3711110000,6,3,none event,390K,none event,none event,0.036,none event,none event,,,,,,,1.0,-1.0,1.0,0.0,,,,,1,21.0,0
2022-06-06,4121.43017578125,4332700000,6,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2022-06-07,4160.68017578125,4248210000,6,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2022-06-08,4115.77001953125,4159470000,6,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2022-06-09,4017.820068359375,4134170000,6,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2022-06-10,3900.860107421875,4889640000,6,10,none event,none event,0.086,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,26.0,0
2022-06-13,3749.6298828125,5636890000,6,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2022-06-14,3735.47998046875,5153890000,6,14,none event,none event,none event,0.108,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,28.0,0
2022-06-15,3789.989990234375,5530480000,6,15,none event,none event,none event,none event,none event,none event,0.0175,,,,,,,,,,,,,1.0,1.0,1,0.0,0
2022-06-16,3666.77001953125,5644930000,6,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2022-06-17,3674.840087890625,8520740000,6,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2022-06-21,3764.7900390625,5292260000,6,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2022-06-22,3759.889892578125,5058990000,6,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2022-06-23,3795.72998046875,5098640000,6,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2022-06-24,3911.739990234375,8120260000,6,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2022-06-27,3900.110107421875,4325310000,6,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2022-06-28,3821.550048828125,4270120000,6,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2022-06-29,3818.830078125,4211240000,6,29,-0.016,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,9.0,0
2022-06-30,3785.3798828125,4840070000,6,30,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,-1.0,-1.0,,,1,10.0,0
2022-07-01,3825.330078125,4046950000,7,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2022-07-05,3831.389892578125,5076590000,7,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2022-07-06,3845.080078125,4417720000,7,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2022-07-07,3902.6201171875,4057770000,7,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2022-07-08,3899.3798828125,3521620000,7,8,none event,372K,none event,none event,0.036,none event,none event,,,,,,,1.0,-1.0,0.0,0.0,,,,,1,15.0,0
2022-07-11,3854.429931640625,3423480000,7,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2022-07-12,3818.800048828125,3817210000,7,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2022-07-13,3801.780029296875,4109390000,7,13,none event,none event,0.091,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,18.0,0
2022-07-14,3790.3798828125,4199690000,7,14,none event,none event,none event,0.113,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,19.0,0
2022-07-15,3863.159912109375,4143800000,7,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2022-07-18,3830.85009765625,4046870000,7,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2022-07-19,3936.68994140625,4041070000,7,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2022-07-20,3959.89990234375,4185300000,7,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2022-07-21,3998.949951171875,4132790000,7,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2022-07-22,3961.6298828125,3979240000,7,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2022-07-25,3966.840087890625,3568340000,7,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2022-07-26,3921.050048828125,3778950000,7,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2022-07-27,4023.610107421875,4112180000,7,27,none event,none event,none event,none event,none event,none event,0.025,,,,,,,,,,,,,0.0,1.0,1,0.0,0
2022-07-28,4072.429931640625,4413000000,7,28,-0.009,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,1.0,0
2022-07-29,4130.2900390625,4616360000,7,29,none event,none event,none event,none event,none event,0.048,none event,,,,,,,,,,,1.0,1.0,,,1,2.0,0
2022-08-01,4118.6298828125,4202810000,8,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2022-08-02,4091.18994140625,4727710000,8,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2022-08-03,4155.169921875,4351760000,8,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2022-08-04,4151.93994140625,4283320000,8,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2022-08-05,4145.18994140625,4085940000,8,5,none event,528K,none event,none event,0.035,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,7.0,0
2022-08-08,4140.06005859375,4221090000,8,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2022-08-09,4122.47021484375,3913090000,8,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2022-08-10,4210.240234375,4546010000,8,10,none event,none event,0.085,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,10.0,0
2022-08-11,4207.27001953125,4630200000,8,11,none event,none event,none event,0.098,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,11.0,0
2022-08-12,4280.14990234375,3788010000,8,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2022-08-15,4297.14013671875,3696830000,8,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2022-08-16,4305.2001953125,4329820000,8,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2022-08-17,4274.0400390625,3885030000,8,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2022-08-18,4283.740234375,3340330000,8,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2022-08-19,4228.47998046875,3761340000,8,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2022-08-22,4137.990234375,3907430000,8,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2022-08-23,4128.72998046875,3823520000,8,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2022-08-24,4140.77001953125,3583630000,8,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2022-08-25,4199.1201171875,3566870000,8,25,-0.006,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,21.0,0
2022-08-26,4057.659912109375,3832750000,8,26,none event,none event,none event,none event,none event,0.046,none event,,,,,,,,,,,-1.0,-1.0,,,1,22.0,0
2022-08-29,4030.610107421875,3396510000,8,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2022-08-30,3986.159912109375,3835860000,8,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2022-08-31,3955.0,4542490000,8,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2022-09-01,3966.85009765625,4152250000,9,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2022-09-02,3924.260009765625,3665850000,9,2,none event,315K,none event,none event,0.037,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,27.0,0
2022-09-06,3908.18994140625,4127340000,9,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2022-09-07,3979.8701171875,3890320000,9,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2022-09-08,4006.179931640625,3966850000,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0,0
2022-09-09,4067.360107421875,3901940000,9,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2022-09-12,4110.41015625,3814200000,9,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2022-09-13,3932.68994140625,4224550000,9,13,none event,none event,0.083,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,33.0,0
